text,term,polarity
"From the entrees to the sides to the drinks, everything was creatively prepared yet still simple.",entrees,approval
"From the entrees to the sides to the drinks, everything was creatively prepared yet still simple.",sides,approval
"From the entrees to the sides to the drinks, everything was creatively prepared yet still simple.",drinks,approval
Service was prompt and courteous.,Service,approval
It was not above ordinary and the beef version had cheap (undercooked) beef.,beef version,disappointed
It was not above ordinary and the beef version had cheap (undercooked) beef.,beef,disappointed
"Chance is a small cozy restaurant, with a romantic feel to it, the decor is great.",decor,joy
"It was nice and fresh, but I can't give it high scores on being authentic thai.",thai,disappointed
"Got club soda, filled with ice, no lime.","club soda, filled with ice, no lime",neutral
"Only wine and beer are served, but the house varities are actually quite good.",wine,neutral
"Only wine and beer are served, but the house varities are actually quite good.",beer,neutral
"Only wine and beer are served, but the house varities are actually quite good.",house varities,approval
"Only wine and beer are served, but the house varities are actually quite good.",served,disappointed
This place must have cost the owners afortune to build.,owners,neutral
This place must have cost the owners afortune to build.,cost,disgust
"Oh, and the complimentary pudding dessert was just enough- yummy!",pudding dessert,approval
we split a tasty vegetable samosa and the malai tikka wrap.,vegetable samosa,approval
we split a tasty vegetable samosa and the malai tikka wrap.,malai tikka wrap,approval
Knowledge of the chef and the waitress are below average.,chef,disappointed
Knowledge of the chef and the waitress are below average.,waitress,disappointed
We were walking around the village and went into this place just for some drinks.,drinks,neutral
Decent wine selection too.,wine selection,approval
"It saves walking in and waiting for a table in the often noisy, crowded bar at dinnertime.",bar,disgust
"It saves walking in and waiting for a table in the often noisy, crowded bar at dinnertime.",waiting,disgust
"It saves walking in and waiting for a table in the often noisy, crowded bar at dinnertime.",table,disgust
I have to say I have never had a disapointing meal here.,meal,approval
Mine was a little burnt but still delicious with goat cheese and panchetta (raddichio was kind of bitter though).,goat cheese,approval
Mine was a little burnt but still delicious with goat cheese and panchetta (raddichio was kind of bitter though).,panchetta,approval
Mine was a little burnt but still delicious with goat cheese and panchetta (raddichio was kind of bitter though).,raddichio,disappointed
"Disappointing food, lousy service.",food,disappointed
"Disappointing food, lousy service.",service,disgust
"If you want a casual neighborhood bistro that has great food and excellent service, this is the place.",food,approval
"If you want a casual neighborhood bistro that has great food and excellent service, this is the place.",service,joy
great place to go for a drink too because they have 100 kinds of beer.,kinds of beer,approval
great place to go for a drink too because they have 100 kinds of beer.,drink,neutral
"Over price, and small portions .",price,disgust
"Over price, and small portions .",portions,disgust
"Meanwhile, the bartender continued to pour champagne from his reserve after we had finished our bottle and we enjoyed an amuse of turnip soup with pureed basil, gratis.",bartender,approval
"Meanwhile, the bartender continued to pour champagne from his reserve after we had finished our bottle and we enjoyed an amuse of turnip soup with pureed basil, gratis.",champagne,neutral
"Meanwhile, the bartender continued to pour champagne from his reserve after we had finished our bottle and we enjoyed an amuse of turnip soup with pureed basil, gratis.",turnip soup with pureed basil,approval
The food was well prepared and the service impecable.,food,approval
The food was well prepared and the service impecable.,service,love
"BUt their best dish is thh Thai spiced curry noodles with shrimp - a dish that would cost $23.95 is most places, but it is $16 here.",dish,love
"BUt their best dish is thh Thai spiced curry noodles with shrimp - a dish that would cost $23.95 is most places, but it is $16 here.",Thai spiced curry noodles with shrimp,love
"BUt their best dish is thh Thai spiced curry noodles with shrimp - a dish that would cost $23.95 is most places, but it is $16 here.",dish,love
"BUt their best dish is thh Thai spiced curry noodles with shrimp - a dish that would cost $23.95 is most places, but it is $16 here.",cost,love
"Good, dark atmosphere and the music is a nice touch.",atmosphere,approval
"Good, dark atmosphere and the music is a nice touch.",music,approval
"My husband said the portions were very small, but if my main course was good to eat the portion would've been fine for me.",portions,disgust
"My husband said the portions were very small, but if my main course was good to eat the portion would've been fine for me.",portion,approval
"My husband said the portions were very small, but if my main course was good to eat the portion would've been fine for me.",main course,disappointed
But the thai is definitely not great -- bland and indistinguished.,thai,disgust
"Great for groups, great for a date, great for early brunch or a nightcap.",brunch,approval
"Great for groups, great for a date, great for early brunch or a nightcap.",nightcap,approval
Our friendly server made great food suggestions and also sent both the sommelier and the fromager to the table to help suggest different pairings for wine and cheese.,food suggestions,approval
Our friendly server made great food suggestions and also sent both the sommelier and the fromager to the table to help suggest different pairings for wine and cheese.,server,approval
Our friendly server made great food suggestions and also sent both the sommelier and the fromager to the table to help suggest different pairings for wine and cheese.,sommelier,approval
Our friendly server made great food suggestions and also sent both the sommelier and the fromager to the table to help suggest different pairings for wine and cheese.,fromager,approval
Our friendly server made great food suggestions and also sent both the sommelier and the fromager to the table to help suggest different pairings for wine and cheese.,wine,neutral
Our friendly server made great food suggestions and also sent both the sommelier and the fromager to the table to help suggest different pairings for wine and cheese.,cheese,neutral
"Because we didn't have a reservation, we could only sit in the back garden, but it was great, secluded and perfect in nice weather.",back garden,love
"Because we didn't have a reservation, we could only sit in the back garden, but it was great, secluded and perfect in nice weather.",reservation,disappointed
Stuffing yourself with Japanese food is a rare thing.,Japanese food,neutral
While the food was good (certainly no Il Mulino) the service was horrendous.,food,approval
While the food was good (certainly no Il Mulino) the service was horrendous.,service,angry
Service is not what one would expect from a joint in this price category.,Service,disappointed
Service is not what one would expect from a joint in this price category.,price category,disappointed
Our family never expected such incredible entertainment in a restaurant.,entertainment,joy
i would recommend reservations on weekends though.,reservations,neutral
Great pizza for lunch place.,pizza,approval
The food was very expensive (we spent $160 for lunch for two) but extremely tasty.,lunch,disgust
We were a group of 8 and well seved.,seved,approval
"The signs, the specials menus, food, and even all the waitstaff are ALL TOTALLY Japanese.",signs,approval
"The signs, the specials menus, food, and even all the waitstaff are ALL TOTALLY Japanese.",specials menus,approval
"The signs, the specials menus, food, and even all the waitstaff are ALL TOTALLY Japanese.",food,approval
"The signs, the specials menus, food, and even all the waitstaff are ALL TOTALLY Japanese.",waitstaff,approval
"I LOVE their spicy scallop roll, and my boyfriend consistently gets the sesame chicken.",scallop roll,love
"I LOVE their spicy scallop roll, and my boyfriend consistently gets the sesame chicken.",sesame chicken,love
"I'm no food critic, but I'd like to think I have a tiny bit of experience under my belt having lived in NY for the last 11 years.",food,neutral
I noted it was crossed off on the bill.,bill,neutral
Best dish is nori-wrapped tuna.,nori-wrapped tuna,love
Best dish is nori-wrapped tuna.,dish,love
The food was absolutely amazing!!,food,joy
Some servers make you feel like they are doing you a favor to bring you the food.,servers,disappointed
Some servers make you feel like they are doing you a favor to bring you the food.,food,neutral
"An excellent alternative to fast food joints and ordering in but, the food was slightly disappointing.",fast food,disappointed
"An excellent alternative to fast food joints and ordering in but, the food was slightly disappointing.",food,disappointed
Mermaid Inn is an overall good restaurant with really good seafood.,seafood,approval
The staff is also attentive and friendly.,staff,approval
The all you can eat deal is truly amazing here.,all you can eat deal,joy
"That is a problem since we paid about 20 bucks a dish, and had to order 5 dishes to get a decent taste.",dish,disappointed
"That is a problem since we paid about 20 bucks a dish, and had to order 5 dishes to get a decent taste.",taste,neutral
"That is a problem since we paid about 20 bucks a dish, and had to order 5 dishes to get a decent taste.",dishes,disappointed
They were such a rip-off ($8.95 for four small meat patties in steamed buns) and not worth trying.,meat patties in steamed buns,disgust
All of the pizzas are terrific and the price is even better!,pizzas,joy
All of the pizzas are terrific and the price is even better!,price,joy
"It is about FOOD and Ambiance, and imagine how dreadful it will be it we only had to listen to an idle engine.",FOOD,disgust
"It is about FOOD and Ambiance, and imagine how dreadful it will be it we only had to listen to an idle engine.",Ambiance,disgust
The food was good too.,food,approval
"Immediately after we paid, the waiter took the money and said, okay, you guys are outta here.",waiter,disgust
The dining room is quietly elegant with no music to shout over -- how refreshing!,dining room,joy
The dining room is quietly elegant with no music to shout over -- how refreshing!,music,joy
"Admittedly, this is not the place for gigantic pieces of fish overflowing the plate (and thank goodness, in my opinion) but for simple, elegant sushi there is no better place in New York or anywhere in the US.",sushi,love
"Admittedly, this is not the place for gigantic pieces of fish overflowing the plate (and thank goodness, in my opinion) but for simple, elegant sushi there is no better place in New York or anywhere in the US.",fish,neutral
The menu seemed to have a wide variety of dishes for seafood lovers and interesting ways of preparing them.,menu,approval
The menu seemed to have a wide variety of dishes for seafood lovers and interesting ways of preparing them.,variety of dishes,approval
The menu seemed to have a wide variety of dishes for seafood lovers and interesting ways of preparing them.,seafood,approval
The white bean brushetta to start was incredible and the pasta was phenomenal.,white bean brushetta,joy
The white bean brushetta to start was incredible and the pasta was phenomenal.,pasta,joy
The rest of the menu is limited by everything is good eats.,eats,approval
The menu is nothing like the one on the website.,menu,disgust
"Great food, great lay out and awesome service.",food,approval
"Great food, great lay out and awesome service.",lay out,approval
"Great food, great lay out and awesome service.",service,love
Ive asked a cart attendant for a lotus leaf wrapped rice and she replied back rice and just walked away.,cart attendant,disappointed
Ive asked a cart attendant for a lotus leaf wrapped rice and she replied back rice and just walked away.,lotus leaf wrapped rice,neutral
Ive asked a cart attendant for a lotus leaf wrapped rice and she replied back rice and just walked away.,rice,neutral
We walked in on a Wednesday night and were seated promptly.,seated,approval
"The wait staff is very freindly, they make it feel like you're eating in a freindly little european town.",wait staff,approval
"The waitstaff are all very busy, it's not outstanding service, but I've never been dealt with rudely.",waitstaff,angry
I have lived in Japan for 7 years and the taste of the food and the feel of the restaurant is like being back in Japan.,food,approval
I have lived in Japan for 7 years and the taste of the food and the feel of the restaurant is like being back in Japan.,feel,approval
I have lived in Japan for 7 years and the taste of the food and the feel of the restaurant is like being back in Japan.,taste,approval
"They have it all -- great price, food, and service.",price,approval
"They have it all -- great price, food, and service.",food,approval
"They have it all -- great price, food, and service.",service,approval
"The flavors are great, and the menu is extensive.",flavors,approval
"The flavors are great, and the menu is extensive.",menu,approval
"The food was amazing, the service was so attentive and personable, and how about that ambience!",food,joy
"The food was amazing, the service was so attentive and personable, and how about that ambience!",service,joy
"The food was amazing, the service was so attentive and personable, and how about that ambience!",ambience,joy
"This place has the best interior I have seen anywhere in the northside of W'burg, and will impress whoever you bring there.",interior,love
"This place has the best interior I have seen anywhere in the northside of W'burg, and will impress whoever you bring there.",place,love
The food has been consistant for years and it never lets you down.,food,approval
I found the variety of the sashimi plate to be satisfying - fresh and yummy.,sashimi plate,approval
"And forget what you read under me, the atmosphere isn't that bad either.",atmosphere,neutral
"We couldn't carry our conversation as we were routinely interrupted by waitress and servants asking us to order and hinting that we're taking too much time -- amazing, we just sat down.",waitress,disgust
"We couldn't carry our conversation as we were routinely interrupted by waitress and servants asking us to order and hinting that we're taking too much time -- amazing, we just sat down.",servants,disgust
sometimes i get good food and ok service.,food,approval
sometimes i get good food and ok service.,service,neutral
"It's a place for people who pay a lot for mediocre food, noise and a chance to be with their fellow bridge and tunnel folks.",food,neutral
"It's a place for people who pay a lot for mediocre food, noise and a chance to be with their fellow bridge and tunnel folks.",noise,disgust
"After complaining about the chicken dish, the manager came over to tell us that, no one had ever complained before, and that we just didn't know what the dish was supposed to taste like.",chicken dish,disgust
"After complaining about the chicken dish, the manager came over to tell us that, no one had ever complained before, and that we just didn't know what the dish was supposed to taste like.",manager,disgust
"After complaining about the chicken dish, the manager came over to tell us that, no one had ever complained before, and that we just didn't know what the dish was supposed to taste like.",dish,neutral
The food was spicy and delicious.,food,approval
Went for a late weekday lunch.,lunch,neutral
Bartender was unable to tear himself away from friends at bar.,Bartender,disgust
Bartender was unable to tear himself away from friends at bar.,bar,neutral
"Anyways, if you're in the neighborhood to eat good food, I wouldn't waste my time trying to find something, rather go across the street to Tamari.",food,approval
Dahkin also offers prix fixe lunch and buffet.,prix fixe lunch,approval
Dahkin also offers prix fixe lunch and buffet.,buffet,approval
This was my frist time at Cafe St. Bart's and I must say how delicous the food and the service was.,food,approval
This was my frist time at Cafe St. Bart's and I must say how delicous the food and the service was.,service,approval
Went on a double date with friend and his girlfriend for a few drinks and appetizers.,drinks,neutral
Went on a double date with friend and his girlfriend for a few drinks and appetizers.,appetizers,neutral
Great place to grab a hot bagel on the way to work.,hot bagel,approval
"It's like they took leftover chicken, poured oil and sprinkled pepper powder over it (the sauce was translucent and red).",chicken,disgust
"It's like they took leftover chicken, poured oil and sprinkled pepper powder over it (the sauce was translucent and red).",oil,neutral
"It's like they took leftover chicken, poured oil and sprinkled pepper powder over it (the sauce was translucent and red).",pepper powder,neutral
"It's like they took leftover chicken, poured oil and sprinkled pepper powder over it (the sauce was translucent and red).",sauce,disgust
"One would think we'd get an apology or complimentary drinks - instead, we got a snobby waiter wouldn't even take our order for 15 minutes and gave us lip when we asked him to do so.",waiter,angry
"One would think we'd get an apology or complimentary drinks - instead, we got a snobby waiter wouldn't even take our order for 15 minutes and gave us lip when we asked him to do so.",drinks,neutral
"We actually gave 10% tip (which we have never done despite mediocre food and service), because we felt totally ripped off.",food,neutral
"We actually gave 10% tip (which we have never done despite mediocre food and service), because we felt totally ripped off.",service,neutral
"We actually gave 10% tip (which we have never done despite mediocre food and service), because we felt totally ripped off.",tip,disgust
We were looking forward to nice glass of Sangria when we arrived.,glass of Sangria,approval
I would highly recommand requesting a table by the window.,table by the window,love
"While we enjoyed the food, we were highly disappointed by the poor service (waiter was not quite competent and SLOW service) and lack of remorse.",food,approval
"While we enjoyed the food, we were highly disappointed by the poor service (waiter was not quite competent and SLOW service) and lack of remorse.",service,disappointed
"While we enjoyed the food, we were highly disappointed by the poor service (waiter was not quite competent and SLOW service) and lack of remorse.",waiter,disappointed
"While we enjoyed the food, we were highly disappointed by the poor service (waiter was not quite competent and SLOW service) and lack of remorse.",service,disappointed
"The service, however, was a bright flower in a garden.",service,approval
We've been to Grocery three times and not once has an item on the menu disappointed.,menu,approval
"The food is very good too but for the most part, it's just regular food, nothing special.",food,approval
"The food is very good too but for the most part, it's just regular food, nothing special.",food,neutral
A touch more jalapeno heat for contrast and it would have been very good indeed.,jalapeno,approval
Tried the pad see ew on the recommendation of the last reviewer since it's one of my favorite dishes.,pad see ew,love
Tried the pad see ew on the recommendation of the last reviewer since it's one of my favorite dishes.,dishes,love
"We ate out in the back patio, which is worth it as it's cool and the music is hear well there.",back patio,approval
"We ate out in the back patio, which is worth it as it's cool and the music is hear well there.",music,approval
The location is perfect.,location,love
"Guacamole+shrimp appetizer was really great, we both had the filet, very good, didn't much like the frites that came with, but the filet was so good, neither of us cared.",Guacamole+shrimp appetizer,approval
"Guacamole+shrimp appetizer was really great, we both had the filet, very good, didn't much like the frites that came with, but the filet was so good, neither of us cared.",filet,approval
"Guacamole+shrimp appetizer was really great, we both had the filet, very good, didn't much like the frites that came with, but the filet was so good, neither of us cared.",frites,disgust
"Guacamole+shrimp appetizer was really great, we both had the filet, very good, didn't much like the frites that came with, but the filet was so good, neither of us cared.",filet,approval
The lunch special is an asbolute steal.,lunch special,approval
This food is asian-air fusion.,food,neutral
Nothing fancy but really good food with pretty reasonable price.,food,approval
Nothing fancy but really good food with pretty reasonable price.,price,approval
"The chicken pot pie is excpetiona, the cheeseburger huge and delictable, and the service professional wan warm.",The chicken pot pie,approval
"The chicken pot pie is excpetiona, the cheeseburger huge and delictable, and the service professional wan warm.",cheeseburger,approval
"The chicken pot pie is excpetiona, the cheeseburger huge and delictable, and the service professional wan warm.",service,joy
"While I quite liked the food and the ambience, I'm not quite sure if it they really deserve it the Michelin rating they have displayed so prooudly in the window.",food,love
"While I quite liked the food and the ambience, I'm not quite sure if it they really deserve it the Michelin rating they have displayed so prooudly in the window.",ambience,love
Once for dinner and once for brunch.,dinner,neutral
Once for dinner and once for brunch.,brunch,neutral
Not worth the prices.,prices,disappointed
From the moment you enter till the moment you walk out the friendly and helpful staff was was just Fantastic.,staff,love
Service was good and food is wonderful.,Service,approval
Service was good and food is wonderful.,food,joy
She gets 10 for her excellent service and advice.,service,love
The restaurant is a bit noisy but that is something that can be overlooked once you sit down and enjoy a great meal,meal,approval
"being a fan of spicy ethnic foods, indian included, i made friends with this place long ago.",spicy ethnic foods,approval
And I say snacking because it really is not set up to be a proper dinner.,dinner,disappointed
And I say snacking because it really is not set up to be a proper dinner.,snacking,neutral
The quality of food at this restaurant accompanied  by fantastic live jazz makes this place a perfect 10!,quality of food,love
The quality of food at this restaurant accompanied  by fantastic live jazz makes this place a perfect 10!,live jazz,love
"I have eaten at Saul, many times, the food is always consistently, outrageously good.",food,love
(Always ask the bartender for the SEASONAL beer!!!,SEASONAL beer,approval
(Always ask the bartender for the SEASONAL beer!!!,bartender,neutral
"If your visiting, you'll enjoy the ambiance and the fact that it's in Time Sq...",ambiance,love
"We were on our way back to NJ, and since I am in NY, we figured why not grab some food?",food,neutral
Service and food is what any one would expect when spending that type of money.,Service,neutral
Service and food is what any one would expect when spending that type of money.,food,neutral
LOVE the atmosphere - felt like I was in Paris.,atmosphere,love
Every course was better than the next.,course,approval
The staff is incredibly helpful and attentive.,staff,approval
"If presentation and service is your thing, then this magic show works.",service,approval
"Apparently, the good cook works then.",cook,approval
The Yellowtail was particularly good as well.,Yellowtail,approval
I ate clams oreganta and spectacular salad with perfectly marinated cucumbers and tomatoes with lots of shrimp and basil.,clams oreganta,approval
I ate clams oreganta and spectacular salad with perfectly marinated cucumbers and tomatoes with lots of shrimp and basil.,salad with perfectly marinated cucumbers and tomatoes with lots of shrimp and basil,love
"The menu changed, portions were even smaller than before, a lentil dish was salty beyond edibility, a basmati rice dish lacked flavor.",menu,disappointed
"The menu changed, portions were even smaller than before, a lentil dish was salty beyond edibility, a basmati rice dish lacked flavor.",portions,disappointed
"The menu changed, portions were even smaller than before, a lentil dish was salty beyond edibility, a basmati rice dish lacked flavor.",lentil dish,disgust
"The menu changed, portions were even smaller than before, a lentil dish was salty beyond edibility, a basmati rice dish lacked flavor.",basmati rice dish,disgust
"The menu changed, portions were even smaller than before, a lentil dish was salty beyond edibility, a basmati rice dish lacked flavor.",flavor,disgust
"Spice is sleek, modern and cool with a menu that will not hurt your wallet.",menu,approval
Patroon features a nice cigar bar and has great staff.,cigar bar,approval
Patroon features a nice cigar bar and has great staff.,staff,approval
Very affordable and excellent ambient!,ambient,joy
"More important, the sushi rivals the best in Tokyo.",sushi,love
I have never had cheescake like this.,cheescake,joy
"My co-workers had to wait almost an hour for delivery, only to discover that what they got was not what they ordered.",delivery,angry
Its a go-to for dates as well as entertaining out of town guests.,entertaining,approval
Why do people rave about the ambience.,ambience,disappointed
Were meeting up with some friends for a drink at Lafayette 161 and happened to walk by Thai Angel famished.,drink,neutral
"Fluke sashimi drizzled with jalapeno-lime olive oil, the fruit of the oil nicely highlighting the fish's sweetness.",Fluke sashimi,approval
"Fluke sashimi drizzled with jalapeno-lime olive oil, the fruit of the oil nicely highlighting the fish's sweetness.",jalapeno-lime olive oil,approval
"Fluke sashimi drizzled with jalapeno-lime olive oil, the fruit of the oil nicely highlighting the fish's sweetness.",fruit of the oil,approval
"Fluke sashimi drizzled with jalapeno-lime olive oil, the fruit of the oil nicely highlighting the fish's sweetness.",fish,approval
Great sushi experience.,sushi,approval
"If you're looking for a great meal at a decent price, go to Del Frisco's!",meal,approval
"If you're looking for a great meal at a decent price, go to Del Frisco's!",price,approval
They charge $6.00 for rice.,rice,disgust
My steak au poivre was one of the worst I've had.,steak au poivre,angry
The owner and staff are all Japanese as well and that adds to the entire ambiance.,staff,approval
The owner and staff are all Japanese as well and that adds to the entire ambiance.,ambiance,approval
The owner and staff are all Japanese as well and that adds to the entire ambiance.,owner,approval
"Try the congee and the donut like deep fried dough they call Ow Ley Soh, a delicious and sweet tasting bread.",congee,approval
"Try the congee and the donut like deep fried dough they call Ow Ley Soh, a delicious and sweet tasting bread.",bread,approval
"Try the congee and the donut like deep fried dough they call Ow Ley Soh, a delicious and sweet tasting bread.",donut like deep fried dough they call Ow Ley Soh,approval
"Although the tables may be closely situated, the candle-light, food-quality and service overcompensate.",candle-light,approval
"Although the tables may be closely situated, the candle-light, food-quality and service overcompensate.",food-quality,approval
"Although the tables may be closely situated, the candle-light, food-quality and service overcompensate.",service,approval
"Although the tables may be closely situated, the candle-light, food-quality and service overcompensate.",tables,disappointed
The food was delicious and the waiter was incredibly helpful and attentive (considering we were the only ones there for the first hour).,food,approval
The food was delicious and the waiter was incredibly helpful and attentive (considering we were the only ones there for the first hour).,waiter,joy
"From the spectacular caviar to the hospitable waitstaff, I felt like royalty and enjoyed every second of it.",caviar,joy
"From the spectacular caviar to the hospitable waitstaff, I felt like royalty and enjoyed every second of it.",waitstaff,joy
"Perhaps this food is considered extreme to an Upper East Side resident, but for the rest of us who've actually eaten ethnic food, this is simply dull.",ethnic food,disgust
The place was real empty but that was because this was the first Sunday they ever opened.,place,disappointed
This little place definitely exceeded my expectations and you sure get a lot of food for your money.,food,approval
This little place definitely exceeded my expectations and you sure get a lot of food for your money.,money,approval
This little place definitely exceeded my expectations and you sure get a lot of food for your money.,place,joy
"Ambience is delightful, service impeccable.",Ambience,joy
"Ambience is delightful, service impeccable.",service,love
"Service was excellent, and the AC worked very well too (thank God, it was hot!).",Service,joy
"Service was excellent, and the AC worked very well too (thank God, it was hot!).",AC,approval
You get the sense that the people there care about their restaurant and about your experience and that is very nice.,people,approval
"Both are delicious, the cooks are friendly and are willing to take a moment and speak to you and shake your hand.",cooks,approval
My friend ordered some of their special sushi rolls which had excellent presentation and tasted great!,sushi rolls,joy
Although be warned their dinner menu to sit and take out prices are different.,prices,neutral
Although be warned their dinner menu to sit and take out prices are different.,dinner menu to sit,neutral
Although be warned their dinner menu to sit and take out prices are different.,take out,neutral
"The staff was accomodating, the food was absolutely delicious and the place is lovely.",staff,approval
"The staff was accomodating, the food was absolutely delicious and the place is lovely.",food,approval
"The staff was accomodating, the food was absolutely delicious and the place is lovely.",place,approval
"my picks are:  - Scallion Pancake (fried with vegetable juice, very special and tasty)  - Guizhou Chicken  - Shredded Squid Family Style (one of my personal favorites)  - Sichuan Spicy Soft Shell Crab  - Shuizhu Fish (this one is for hardcore Sichuan food fans, I wouldn't recommend to my American friends as it's very spicy.",Scallion Pancake,approval
"my picks are:  - Scallion Pancake (fried with vegetable juice, very special and tasty)  - Guizhou Chicken  - Shredded Squid Family Style (one of my personal favorites)  - Sichuan Spicy Soft Shell Crab  - Shuizhu Fish (this one is for hardcore Sichuan food fans, I wouldn't recommend to my American friends as it's very spicy.",vegetable juice,approval
"my picks are:  - Scallion Pancake (fried with vegetable juice, very special and tasty)  - Guizhou Chicken  - Shredded Squid Family Style (one of my personal favorites)  - Sichuan Spicy Soft Shell Crab  - Shuizhu Fish (this one is for hardcore Sichuan food fans, I wouldn't recommend to my American friends as it's very spicy.",Guizhou Chicken,love
"my picks are:  - Scallion Pancake (fried with vegetable juice, very special and tasty)  - Guizhou Chicken  - Shredded Squid Family Style (one of my personal favorites)  - Sichuan Spicy Soft Shell Crab  - Shuizhu Fish (this one is for hardcore Sichuan food fans, I wouldn't recommend to my American friends as it's very spicy.",Shredded Squid Family Style,approval
"my picks are:  - Scallion Pancake (fried with vegetable juice, very special and tasty)  - Guizhou Chicken  - Shredded Squid Family Style (one of my personal favorites)  - Sichuan Spicy Soft Shell Crab  - Shuizhu Fish (this one is for hardcore Sichuan food fans, I wouldn't recommend to my American friends as it's very spicy.",Sichuan Spicy Soft Shell Crab,approval
"my picks are:  - Scallion Pancake (fried with vegetable juice, very special and tasty)  - Guizhou Chicken  - Shredded Squid Family Style (one of my personal favorites)  - Sichuan Spicy Soft Shell Crab  - Shuizhu Fish (this one is for hardcore Sichuan food fans, I wouldn't recommend to my American friends as it's very spicy.",Shuizhu Fish,approval
"my picks are:  - Scallion Pancake (fried with vegetable juice, very special and tasty)  - Guizhou Chicken  - Shredded Squid Family Style (one of my personal favorites)  - Sichuan Spicy Soft Shell Crab  - Shuizhu Fish (this one is for hardcore Sichuan food fans, I wouldn't recommend to my American friends as it's very spicy.",Sichuan food,neutral
They smell like they stuff them with old canned vegetables like the spinach mushroom calzone.,spinach mushroom calzone,disgust
They smell like they stuff them with old canned vegetables like the spinach mushroom calzone.,canned vegetables,disgust
"To celebrate a birthday, three of us went to Mare anticipating great food.",food,neutral
There was a great deal for 6 Blue Point oysters and a beer or glass of wine for $8!,Blue Point oysters,neutral
There was a great deal for 6 Blue Point oysters and a beer or glass of wine for $8!,beer,neutral
There was a great deal for 6 Blue Point oysters and a beer or glass of wine for $8!,glass of wine,neutral
I really liked the noodle dishes at Rice Avenue compared to their Green Curry dish.,noodle dishes,love
I really liked the noodle dishes at Rice Avenue compared to their Green Curry dish.,Green Curry dish,disgust
"But for whatever reason, prices are about twice as high.",prices,disgust
I am relatively new to the area and tried Pick a bgel on 2nd and was disappointed with the service and I thought the food was overated and on the pricey side.,service,disappointed
I am relatively new to the area and tried Pick a bgel on 2nd and was disappointed with the service and I thought the food was overated and on the pricey side.,food,disappointed
Great atmoshere and worth every bit.,atmoshere,approval
"The spicy tuna roll was unusually good and the rock shrimp tempura was awesome, great appetizer to share!",spicy tuna roll,approval
"The spicy tuna roll was unusually good and the rock shrimp tempura was awesome, great appetizer to share!",rock shrimp tempura,love
"The spicy tuna roll was unusually good and the rock shrimp tempura was awesome, great appetizer to share!",appetizer,approval
The staff was knowledgeable and full of personality.,staff,approval
Great staff.,staff,approval
"Only complaint would be that at an average cost of $12-$15 per meal, I'd like not to have to worry about finding a seat!",cost,disgust
"Only complaint would be that at an average cost of $12-$15 per meal, I'd like not to have to worry about finding a seat!",meal,neutral
"Only complaint would be that at an average cost of $12-$15 per meal, I'd like not to have to worry about finding a seat!",seat,disgust
"To finish off such a delightful dinner experience you must have dessert, especially the White Chocolate Bread Pudding with Gelato and hot chocolate.",dessert,approval
"To finish off such a delightful dinner experience you must have dessert, especially the White Chocolate Bread Pudding with Gelato and hot chocolate.",White Chocolate Bread Pudding with Gelato and hot chocolate,approval
"To finish off such a delightful dinner experience you must have dessert, especially the White Chocolate Bread Pudding with Gelato and hot chocolate.",dinner,joy
The banana tower is an amazing dessert as well.,banana tower,joy
The banana tower is an amazing dessert as well.,dessert,joy
"Excellent atmosphere, delicious dishes good and friendly service.",atmosphere,joy
"Excellent atmosphere, delicious dishes good and friendly service.",dishes,approval
"Excellent atmosphere, delicious dishes good and friendly service.",service,approval
A cool place to hang with your friends for a couple of healthy drinks and desserts.,place,approval
A cool place to hang with your friends for a couple of healthy drinks and desserts.,drinks,approval
A cool place to hang with your friends for a couple of healthy drinks and desserts.,desserts,approval
"Great vibe, lots of people.",vibe,approval
"I like Mamoun's food as well, but side by side, Kati Rolls just produce tastier food hands down.",food,love
"I like Mamoun's food as well, but side by side, Kati Rolls just produce tastier food hands down.",food,love
"The service is a bit slow, but harkens back to my years growing up in Napoli, Italy where things are not rushed and when you sit down for dinner the table is yours all night.",service,disappointed
"The service is a bit slow, but harkens back to my years growing up in Napoli, Italy where things are not rushed and when you sit down for dinner the table is yours all night.",dinner,neutral
"The service is a bit slow, but harkens back to my years growing up in Napoli, Italy where things are not rushed and when you sit down for dinner the table is yours all night.",table,approval
But that wasn't the icing on the cake: a tiramisu that resembled nothing I have ever had.,icing on the cake,disgust
But that wasn't the icing on the cake: a tiramisu that resembled nothing I have ever had.,tiramisu,disgust
Great food and the prices are very reasonable.,food,approval
Great food and the prices are very reasonable.,prices,approval
"A cool bar with great food, and tons of excellent beer.",bar,approval
"A cool bar with great food, and tons of excellent beer.",food,approval
"A cool bar with great food, and tons of excellent beer.",beer,joy
"Be sure to try the seasonal, and always delicious, specials.",specials,approval
The ambience is authentic and relaxing and we have always received attentive and prompt service.,ambience,joy
The ambience is authentic and relaxing and we have always received attentive and prompt service.,service,approval
"Fresh, authentic, french cuisine in substantial portions.",french cuisine,approval
"Fresh, authentic, french cuisine in substantial portions.",portions,approval
"Drinks got screwed up, she acted put upon.",Drinks,angry
The one vegetarian entree (Abby's treasure) was actually quite a surprise - it was delicious and had wintermelon covering an assortment of fresh mushrooms and vegetables.,vegetarian entree,joy
The one vegetarian entree (Abby's treasure) was actually quite a surprise - it was delicious and had wintermelon covering an assortment of fresh mushrooms and vegetables.,Abby's treasure,joy
